unique_id,date,title,company,type,experience,salary,interview_difficulty
134289277720544,2022-10-17,trainee,Boeing,non-Tech,1,75708,62.43
134289277720592,2022-10-27,eletrician,Siemens,non-Tech,1,81271,76.69
134289277720640,2022-05-09,trainee,Boeing,non-Tech,3,96466,97.36
134289277720688,2022-11-03,eletrician,Siemens,non-Tech,1,82675,82.69
134289277720736,2022-10-30,database engineer,Apple,Tech,1,67845,
134289277720784,2022-09-15,database engineer,Apple,Tech,3,73045,67.41
134289277720832,2022-11-06,mechanic,Boeing,non-Tech,2,73319,70.66
134289277720880,2022-10-17,devops engineer,Apple,Tech,1,71135,79.17
134289277720928,2022-12-10,mechanic,Boeing,non-Tech,3,73881,94.71
134289277720976,2022-06-09,trainee,Siemens,non-Tech,2,78365,95.31
134289277721024,2022-10-27,platform engineer,Apple,Tech,4,60926,
134289277721072,2022-12-18,trainee,Siemens,non-Tech,2,65982,82.25
134289277721120,2022-11-17,eletrician,Siemens,non-Tech,1,69908,95.58
134289277721168,,devops engineer,Apple,Tech,2,89008,93.52
134289277721216,2022-12-28,mechanic,Siemens,non-Tech,1,86275,87.31
134289277721264,2022-11-18,mechanic,Boeing,non-Tech,3,76143,86.15
134289277721312,2023-01-01,database engineer,Apple,Tech,,83135,86.89
134289277721360,2022-10-29,eletrician,Siemens,non-Tech,2,74424,82.54
134289277721408,2022-06-30,mechanic,Boeing,non-Tech,4,,78.11
134289277721456,,mechanic,Boeing,non-Tech,4,73270,69.58
134289277721504,2022-05-16,devops engineer,Apple,Tech,2,69822,66.07
134289277721552,2022-12-20,platform engineer,Apple,Tech,1,72144,66.71
134289277721600,2022-12-26,mechanic,Boeing,non-Tech,1,63420,98.99
134289277721648,2022-08-15,mechanic,Boeing,non-Tech,,74038,69.11
134289277721696,2022-08-05,eletrician,Siemens,non-Tech,1,63130,75.02
134289277721744,2022-07-04,mechanic,Siemens,non-Tech,1,88681,89.81
134289277721792,2022-08-28,designer,Boeing,non-Tech,1,83618,85.48
134289277721840,2022-06-02,mechanic,Boeing,non-Tech,2,67102,74.31
134289277721888,2022-12-08,trainee,Boeing,non-Tech,1,63884,85.95
134289277721936,2022-06-27,trainee,Boeing,non-Tech,3,93300,76.48
134289277721984,2022-12-22,database engineer,Apple,Tech,2,84871,61.37
134289277722032,2022-12-05,trainee,Boeing,non-Tech,1,65361,77.99
134289277722080,2022-12-20,designer,Boeing,non-Tech,3,67074,89.95
134289277722128,2022-12-01,mechanic,Boeing,non-Tech,2,73304,61.98
134289277722176,2022-11-20,eletrician,Siemens,non-Tech,1,86253,
134289277722224,2022-08-23,eletrician,Siemens,non-Tech,4,65274,72.05
134289277722272,2022-12-01,platform engineer,Apple,Tech,3,96030,87.58
134289277722320,2022-11-16,platform engineer,Apple,Tech,3,67073,79.73
134289277722368,,trainee,Boeing,non-Tech,2,81728,76.82
134289277722416,2022-09-19,designer,Boeing,non-Tech,1,94822,84.19
134289277722464,2022-12-03,trainee,Boeing,non-Tech,1,74744,81.6
134289277722512,2022-07-29,trainee,Siemens,non-Tech,1,73645,78.89
134289277722560,2022-07-31,database engineer,Apple,Tech,1,66816,62.36
134289277722608,2022-03-16,mechanic,Siemens,non-Tech,1,95332,66.3
134289277722656,2022-04-27,devops engineer,Apple,Tech,1,72702,
134289277722704,2022-12-17,designer,Boeing,non-Tech,2,81657,89.23
134289277722752,2022-05-30,eletrician,Siemens,non-Tech,2,80444,78.67
134289277722800,2022-12-27,trainee,Siemens,non-Tech,1,92575,88.88
134289277722848,2022-12-14,platform engineer,Apple,Tech,1,75578,81.72
134289277722896,2022-08-07,eletrician,Siemens,non-Tech,2,94626,88.16
134289277722944,2022-12-06,mechanic,Boeing,non-Tech,1,83065,84.79
134289277722992,2022-10-05,trainee,Boeing,non-Tech,2,75609,85.03
134289277723040,2022-10-19,platform engineer,Apple,Tech,,72886,65.79
134289277723088,2022-12-18,devops engineer,Apple,Tech,3,76454,74.15
134289277723136,2022-11-22,eletrician,Siemens,non-Tech,3,99258,78.27
134289277723184,2022-12-22,mechanic,Boeing,non-Tech,2,83300,72.47
134289277723232,2022-12-27,designer,Boeing,non-Tech,1,78741,70.98
134289277723280,2022-08-25,devops engineer,Apple,Tech,4,60597,67.91
134289277723328,2022-12-15,platform engineer,Apple,Tech,1,60658,87.73
134289277723376,2022-12-28,platform engineer,Apple,Tech,3,90607,61.9
134289277723424,2022-12-23,eletrician,Siemens,non-Tech,1,92112,79.02
134289277723472,2022-05-01,trainee,Boeing,non-Tech,2,79602,92.38
134289277723520,2022-11-05,eletrician,Siemens,non-Tech,2,79782,88.16
134289277723568,2022-12-24,eletrician,Siemens,non-Tech,,98191,93.91
134289277723616,2022-06-17,designer,Boeing,non-Tech,4,80170,77.28
134289277723664,2022-08-04,trainee,Siemens,non-Tech,1,65101,84.06
134289277723712,2022-09-19,database engineer,Apple,Tech,1,,77.85
134289277723760,2022-04-17,platform engineer,Apple,Tech,3,72325,73.14
134289277723808,2022-12-24,trainee,Boeing,non-Tech,4,84147,69.72
134289277723856,2022-12-20,devops engineer,Apple,Tech,3,80407,62.09
134289277723904,2022-12-18,mechanic,Siemens,non-Tech,3,78438,93.11
134289277723952,2022-09-23,designer,Boeing,non-Tech,3,72315,86.23
134289277724000,2022-12-27,trainee,Boeing,non-Tech,2,,65.13
134289277724048,2022-09-27,mechanic,Boeing,non-Tech,1,81195,
134289277724096,2022-09-25,devops engineer,Apple,Tech,1,64749,
134289277724144,2022-12-03,mechanic,Boeing,non-Tech,3,85346,70.79
134289277724192,2022-10-24,database engineer,Apple,Tech,1,92814,82.54
134289277724240,2022-11-21,eletrician,Siemens,non-Tech,4,83145,80.28
134289277724288,2022-08-25,designer,Boeing,non-Tech,3,99214,85.99
134289277724336,2022-04-27,eletrician,Siemens,non-Tech,3,96168,70.98
134289277724384,2022-10-10,devops engineer,Apple,Tech,1,97456,71.89
134289277724432,2022-11-21,devops engineer,Apple,Tech,1,81372,63.08
134289277724480,2022-11-07,trainee,Siemens,non-Tech,,68848,90.75
134289277724528,2022-11-11,mechanic,Boeing,non-Tech,1,69021,93.07
134289277724576,2022-06-20,trainee,Boeing,non-Tech,3,,
134289277724624,2022-10-16,trainee,Siemens,non-Tech,1,,98.84
134289277724672,2022-12-11,mechanic,Boeing,non-Tech,2,,92.25
134289277724720,2022-11-25,mechanic,Siemens,non-Tech,3,79547,72.65
134289277724768,2022-06-15,database engineer,Apple,Tech,3,72244,72.94
134289277724816,2022-04-28,eletrician,Siemens,non-Tech,1,88221,71.74
134289277724864,2022-08-20,database engineer,Apple,Tech,1,83764,60.15
134289277724912,2022-12-23,trainee,Siemens,non-Tech,2,69664,72.67
134289277724960,2022-11-08,designer,Boeing,non-Tech,1,73054,91.95
134289277725008,2022-12-30,trainee,Boeing,non-Tech,1,64051,72.62
134289277725056,2022-08-06,designer,Boeing,non-Tech,1,87075,91.89
134289277725104,2022-06-16,mechanic,Siemens,non-Tech,2,77258,66.23
134289277725152,2022-12-26,eletrician,Siemens,non-Tech,1,94111,64.17
134289277725200,2022-11-29,devops engineer,Apple,Tech,3,75946,74.99
134289277725248,2022-10-31,trainee,Siemens,non-Tech,1,74132,81.23
134289277725296,2022-10-12,platform engineer,Apple,Tech,1,70173,91.04
134289277725344,2022-05-03,designer,Boeing,non-Tech,2,76161,67.33
134289277725392,2022-09-30,platform engineer,Apple,Tech,3,78868,60.21
134289277725440,2022-11-18,trainee,Boeing,non-Tech,3,71835,77.87
134289277725488,2022-09-30,trainee,Siemens,non-Tech,1,68053,76.09
134289277725536,2022-10-11,platform engineer,Apple,Tech,2,75148,82.65
134289277725584,,designer,Boeing,non-Tech,3,70780,75.73
134289277725632,2022-10-24,trainee,Siemens,non-Tech,,72294,80.13
134289277725680,2022-09-06,eletrician,Siemens,non-Tech,3,94482,89.77
134289277725728,2022-06-06,platform engineer,Apple,Tech,3,69030,91.03
134289277725776,2022-09-26,devops engineer,Apple,Tech,2,93860,81.62
134289277725824,2022-08-19,database engineer,Apple,Tech,3,67658,79.93
134289277725872,2022-10-05,platform engineer,Apple,Tech,3,68492,83.86
134289277725920,,trainee,Siemens,non-Tech,2,88033,82.54
134289277725968,2022-09-23,devops engineer,Apple,Tech,1,78114,84.12
134289277726016,2022-12-03,mechanic,Boeing,non-Tech,1,95021,89.54
134289277726064,2022-07-21,mechanic,Siemens,non-Tech,3,,96.54
134289277726112,2022-11-14,trainee,Boeing,non-Tech,2,70399,83.9
134289277726160,2022-11-13,mechanic,Boeing,non-Tech,2,71369,86.24
134289277726208,2022-09-11,trainee,Siemens,non-Tech,1,82723,71.46
134289277726256,2022-11-06,trainee,Siemens,non-Tech,4,77416,77.53
134289277726304,2022-11-04,designer,Boeing,non-Tech,3,78466,78.42
134289277726352,2022-11-16,mechanic,Boeing,non-Tech,2,91903,87.16
134289277726400,2022-09-22,trainee,Boeing,non-Tech,3,94711,97.1
134289277726448,2022-12-22,trainee,Siemens,non-Tech,3,86050,93.15
134289277726496,2022-04-10,platform engineer,Apple,Tech,2,85103,85.32
134289277726544,2022-09-20,eletrician,Siemens,non-Tech,1,81970,83.47
134289277726592,2022-10-17,eletrician,Siemens,non-Tech,1,88038,71.04
134289277726640,2022-12-03,trainee,Siemens,non-Tech,2,87289,72.51
134289277726688,2022-03-20,eletrician,Siemens,non-Tech,2,68317,66.28
134289277726736,2022-10-31,trainee,Boeing,non-Tech,1,72471,84.35
134289277726784,2022-10-27,devops engineer,Apple,Tech,1,72951,64.04
134289277726832,2022-12-09,eletrician,Siemens,non-Tech,2,72410,
134289277726880,2022-11-09,eletrician,Siemens,non-Tech,1,76301,80.63
134289277726928,2022-05-26,platform engineer,Apple,Tech,4,94069,84.76
134289277726976,2022-07-14,database engineer,Apple,Tech,2,,70.19
134289277727024,2022-05-27,designer,Boeing,non-Tech,1,79415,85.89
134289277727072,2022-10-15,database engineer,Apple,Tech,2,71463,95.22
134289277727120,2022-12-23,trainee,Boeing,non-Tech,2,84483,73.65
134289277727168,2022-09-13,database engineer,Apple,Tech,2,81663,96.57
134289277727216,2022-09-01,eletrician,Siemens,non-Tech,1,64065,76.07
134289277727264,2022-10-18,database engineer,Apple,Tech,1,71932,98.63
134289277727312,2022-10-03,platform engineer,Apple,Tech,1,87136,78.51
134289277727360,2022-09-10,trainee,Boeing,non-Tech,1,88849,91.9
134289277727408,2022-05-26,platform engineer,Apple,Tech,2,71049,76.82
134289277727456,2022-10-01,mechanic,Boeing,non-Tech,2,61249,84.78
134289277727504,2022-10-30,trainee,Boeing,non-Tech,3,60644,84.67
134289277727552,2022-09-27,trainee,Boeing,non-Tech,3,82152,95.28
134289277727600,2022-11-07,mechanic,Boeing,non-Tech,3,,70.88
134289277727648,2022-07-24,platform engineer,Apple,Tech,1,82376,84.43
134289277727696,2022-05-18,platform engineer,Apple,Tech,2,70508,72.35
134289277727744,2022-12-09,platform engineer,Apple,Tech,1,77510,70.14
134289277727792,2022-12-18,devops engineer,Apple,Tech,2,80850,88.42
134289277727840,2022-08-16,trainee,Boeing,non-Tech,3,83968,86.71
134289277727888,2022-10-07,designer,Boeing,non-Tech,3,74510,77.88
134289277727936,2022-12-25,database engineer,Apple,Tech,3,87578,90.83
134289277727984,2022-08-04,designer,Boeing,non-Tech,4,73582,90.4
134289277728032,2022-10-12,trainee,Boeing,non-Tech,1,93268,88.63
134289277728080,2022-12-18,mechanic,Siemens,non-Tech,1,72916,75.56
134289277728128,2022-11-16,trainee,Boeing,non-Tech,3,74734,85.98
134289277728176,2022-09-21,devops engineer,Apple,Tech,3,74475,99.67
134289277728224,2022-07-29,platform engineer,Apple,Tech,2,84264,
134289277728272,2022-12-20,devops engineer,Apple,Tech,2,78110,89.6
134289277728320,2022-10-02,trainee,Boeing,non-Tech,2,86048,84.81
134289277728368,2022-12-08,designer,Boeing,non-Tech,3,84141,68.46
134289277728416,2022-08-28,designer,Boeing,non-Tech,1,91502,87.39
134289277728464,,designer,Boeing,non-Tech,2,73043,79.83
134289277728512,2022-11-07,mechanic,Siemens,non-Tech,1,79147,64.26
134289277728560,2022-03-30,mechanic,Siemens,non-Tech,2,82499,78.36
134289277728608,2022-11-09,devops engineer,Apple,Tech,1,82336,76.16
134289277728656,2022-12-12,devops engineer,Apple,Tech,2,85098,68.92
134289277728704,2022-11-28,mechanic,Boeing,non-Tech,2,98922,91.69
134289277728752,2022-09-29,mechanic,Siemens,non-Tech,2,73092,70.98
134289277728800,2022-10-21,trainee,Boeing,non-Tech,4,71713,90.61
134289277728848,2022-10-02,mechanic,Siemens,non-Tech,1,69001,93.51
134289277728896,2022-12-27,mechanic,Siemens,non-Tech,2,84170,73.48
134289277728944,2022-08-03,database engineer,Apple,Tech,1,89627,72.29
134289277728992,2022-09-14,devops engineer,Apple,Tech,1,76894,86.98
134289277729040,2022-07-22,designer,Boeing,non-Tech,2,70245,71.15
134289277729088,2022-12-28,platform engineer,Apple,Tech,1,70226,
134289277729136,2022-06-04,trainee,Boeing,non-Tech,2,72069,
134289277729184,2022-11-06,database engineer,Apple,Tech,1,84331,65.05
134289277729232,2022-12-07,eletrician,Siemens,non-Tech,3,92945,88.65
134289277729280,2022-12-24,mechanic,Siemens,non-Tech,2,87212,79.73
134289277729328,2022-12-31,designer,Boeing,non-Tech,1,70311,82.68
134289277729376,2022-11-06,devops engineer,Apple,Tech,1,64361,69.12
134289277729424,,eletrician,Siemens,non-Tech,3,72461,87.59
134289277729472,2022-12-15,mechanic,Boeing,non-Tech,,,
134289277729520,2022-08-31,trainee,Boeing,non-Tech,1,66178,69.97
134289277729568,2022-11-20,mechanic,Boeing,non-Tech,2,81321,92.19
134289277729616,,devops engineer,Apple,Tech,3,74595,81.56
134289277729664,2022-10-28,devops engineer,Apple,Tech,1,87994,69.84
134289277729712,2022-03-23,devops engineer,Apple,Tech,2,64380,94.65
134289277729760,2022-10-15,mechanic,Boeing,non-Tech,,78426,74.23
134289277729808,2022-11-23,database engineer,Apple,Tech,1,89830,80.41
134289277729856,2022-10-17,trainee,Siemens,non-Tech,2,81603,88.38
134289277729904,2022-11-25,trainee,Siemens,non-Tech,2,83234,75.0
134289277729952,2022-07-30,database engineer,Apple,Tech,2,97019,84.06
134289277730000,2022-11-29,mechanic,Boeing,non-Tech,2,78487,90.87
134289277730048,2022-09-04,database engineer,Apple,Tech,2,74392,77.0
134289277730096,2022-07-15,trainee,Boeing,non-Tech,1,93012,73.57
134289277730144,,designer,Boeing,non-Tech,3,67699,77.3
134289277730192,2022-06-27,devops engineer,Apple,Tech,2,76951,92.63
134289277730240,2022-09-25,trainee,Siemens,non-Tech,2,87243,80.98
134289277730288,2022-08-07,designer,Boeing,non-Tech,1,95236,90.6
134289277730336,2022-10-19,designer,Boeing,non-Tech,,69348,96.26
134289277730384,2022-12-23,trainee,Siemens,non-Tech,1,,
134289277730432,2022-09-21,designer,Boeing,non-Tech,1,77321,74.42
134289277730480,2022-12-26,platform engineer,Apple,Tech,2,87142,87.12
134289277730528,2022-06-10,mechanic,Siemens,non-Tech,2,84401,79.68
134289277730576,2022-12-29,trainee,Boeing,non-Tech,3,69945,93.32
134289277730624,2022-12-11,trainee,Boeing,non-Tech,2,74462,
134289277730672,2022-09-29,designer,Boeing,non-Tech,3,89331,95.5
134289277730720,2022-10-29,eletrician,Siemens,non-Tech,4,90773,87.09
134289277730768,2022-09-29,devops engineer,Apple,Tech,1,71755,63.06
134289277716752,2022-10-21,devops engineer,Apple,Tech,2,95743,89.57
134289277716800,2022-11-27,designer,Boeing,non-Tech,3,82454,83.41
134290184618432,2022-12-13,trainee,Boeing,non-Tech,3,61047,
134290184624288,2022-11-22,mechanic,Siemens,non-Tech,1,97878,83.4
134290184629280,2022-08-09,database engineer,Apple,Tech,1,87884,93.76
134290184631488,2022-10-07,platform engineer,Apple,Tech,3,83041,63.76
134290184631584,2022-12-01,devops engineer,Apple,Tech,2,,98.91
134290184624192,2022-05-29,mechanic,Boeing,non-Tech,1,75749,80.34
134290184624240,2022-10-13,eletrician,Siemens,non-Tech,1,95345,94.05
134290184620928,,mechanic,Siemens,non-Tech,,68050,
134290184630432,2022-06-17,trainee,Siemens,non-Tech,2,83399,74.47
134290184630576,2022-07-12,mechanic,Boeing,non-Tech,1,93657,80.05
134290184630816,2022-10-27,mechanic,Boeing,non-Tech,1,85777,74.57
134290184630528,2022-09-19,mechanic,Boeing,non-Tech,2,96111,89.74
134290184631104,2022-12-09,trainee,Siemens,non-Tech,2,,79.01
134290184631056,2022-06-27,mechanic,Siemens,non-Tech,3,83209,93.84
134290184620304,2022-12-14,platform engineer,Apple,Tech,2,83835,94.51
134290184622656,2022-11-24,database engineer,Apple,Tech,2,79286,80.32
134290184622368,2022-10-30,mechanic,Siemens,non-Tech,2,82245,90.92
134290184622608,2022-12-06,mechanic,Siemens,non-Tech,2,82138,67.75
134290184622560,2022-11-30,platform engineer,Apple,Tech,1,77613,86.97
134290184622752,2022-12-13,designer,Boeing,non-Tech,2,91943,65.68
134290184622800,2022-10-25,designer,Boeing,non-Tech,2,80382,78.28
134290184620832,2022-11-17,trainee,Boeing,non-Tech,1,78125,72.87
134290184626832,2022-10-02,eletrician,Siemens,non-Tech,2,73653,75.57
134290184626736,,eletrician,Siemens,non-Tech,3,66846,80.75
134290184626928,2022-11-14,designer,Boeing,non-Tech,3,75719,69.34
134290184621312,2022-12-16,mechanic,Boeing,non-Tech,1,84701,66.44
134290184618960,2022-10-02,platform engineer,Apple,Tech,1,90262,64.86
134290184626256,2022-09-13,trainee,Siemens,non-Tech,1,76374,64.87
134290184623664,2022-10-22,devops engineer,Apple,Tech,3,84332,70.03
134290184620016,2022-09-24,designer,Boeing,non-Tech,2,83840,91.62
134290184626160,2022-12-13,trainee,Siemens,non-Tech,2,94043,81.85
134290184621552,,devops engineer,Apple,Tech,2,83750,
134290184627120,2022-10-15,database engineer,Apple,Tech,2,71801,76.02
134290184618048,2022-11-20,mechanic,Boeing,non-Tech,2,69819,76.2
134290184619296,2022-10-25,designer,Boeing,non-Tech,5,83053,78.16
134290184620448,2022-12-28,platform engineer,Apple,Tech,2,96372,70.18
134290184618720,2022-12-25,trainee,Siemens,non-Tech,1,77346,83.1
134290184623136,2022-10-03,platform engineer,Apple,Tech,2,89594,80.52
134290184620496,2022-07-01,mechanic,Siemens,non-Tech,2,71532,79.07
134290184621504,2022-12-19,mechanic,Boeing,non-Tech,2,72033,85.34
134290184622128,2022-12-14,trainee,Boeing,non-Tech,1,84597,92.83
134290184621648,2022-07-20,trainee,Siemens,non-Tech,1,63378,81.38
134290184621984,2022-11-30,mechanic,Siemens,non-Tech,3,68871,67.58
134290184620400,2022-11-11,eletrician,Siemens,non-Tech,2,76780,91.0
134290184630960,2022-08-07,mechanic,Boeing,non-Tech,2,71428,65.05
134290184630480,2022-09-20,database engineer,Apple,Tech,2,92773,80.09
134290184630672,2022-09-26,devops engineer,Apple,Tech,3,80352,70.53
134290184630384,2022-10-03,designer,Boeing,non-Tech,2,89389,75.9
134290184618144,2022-09-12,eletrician,Siemens,non-Tech,4,66276,75.9
134290184632304,2022-10-24,trainee,Boeing,non-Tech,3,88040,73.32
134290184632400,2022-07-20,database engineer,Apple,Tech,4,68117,82.34
134290184632352,2022-12-07,designer,Boeing,non-Tech,1,88534,84.52
134290184621792,2022-09-05,database engineer,Apple,Tech,1,60970,63.9
134290184628032,2022-10-18,trainee,Boeing,non-Tech,1,71068,71.64
134290184626400,2022-08-17,mechanic,Boeing,non-Tech,3,72931,65.08
134290184628752,2022-10-19,designer,Boeing,non-Tech,1,91875,76.69
134290184628224,2022-08-20,mechanic,Siemens,non-Tech,2,77410,91.86
134290184626352,2022-08-16,mechanic,Boeing,non-Tech,2,75421,90.63
134290184625872,2022-12-10,eletrician,Siemens,non-Tech,4,72552,80.22
134290184621696,,trainee,Siemens,non-Tech,,76214,75.6
134290184628704,2022-10-14,database engineer,Apple,Tech,2,85464,77.9
134290184628128,2022-12-14,platform engineer,Apple,Tech,1,,94.11
134290184626592,2022-10-25,mechanic,Boeing,non-Tech,,66982,73.45
134290184627984,2022-11-27,mechanic,Boeing,non-Tech,2,82293,67.68
134290184628560,2022-10-14,platform engineer,Apple,Tech,2,81051,89.03
134290184628320,2022-10-22,devops engineer,Apple,Tech,2,82348,71.12
134290184628272,2022-08-19,trainee,Siemens,non-Tech,3,,81.22
134290184628080,2022-09-23,platform engineer,Apple,Tech,2,70949,70.9
134290184628176,2022-09-13,designer,Boeing,non-Tech,3,68605,81.68
134290184627936,2022-09-26,devops engineer,Apple,Tech,2,,77.4
134290184625632,2022-05-08,devops engineer,Apple,Tech,1,79250,61.05
134290184629184,2022-11-29,designer,Boeing,non-Tech,2,80596,75.14
134290184625392,2022-10-27,platform engineer,Apple,Tech,4,75970,87.02
134290184625440,2022-12-03,eletrician,Siemens,non-Tech,2,65501,84.91
134290184625536,2022-12-08,designer,Boeing,non-Tech,1,75381,93.62
134290184625584,2022-10-18,designer,Boeing,non-Tech,2,74095,93.27
134290184619536,2022-11-02,eletrician,Siemens,non-Tech,2,82242,82.17
134290184628944,2022-06-14,trainee,Boeing,non-Tech,,79647,64.43
134290184629232,2022-10-21,devops engineer,Apple,Tech,1,84712,95.57
134290184630000,2022-12-29,devops engineer,Apple,Tech,1,87226,79.94
134290184629136,2022-03-26,trainee,Boeing,non-Tech,1,81644,63.12
134290184629616,2022-12-13,trainee,Boeing,non-Tech,2,73719,84.61
134290184626448,2022-05-17,devops engineer,Apple,Tech,1,88912,89.03
134290184630624,2022-11-20,eletrician,Siemens,non-Tech,3,83293,86.49
134290184630912,,designer,Boeing,non-Tech,4,73255,63.4
134290184628368,2022-12-07,designer,Boeing,non-Tech,3,85627,81.35
134290184630288,2022-08-01,mechanic,Siemens,non-Tech,2,82507,90.88
134290184630336,2022-08-26,eletrician,Siemens,non-Tech,1,86407,
134290184630144,2022-09-28,mechanic,Boeing,non-Tech,2,90459,94.31
134290184630096,2022-10-22,platform engineer,Apple,Tech,3,91831,87.42
134290184630240,2022-12-15,mechanic,Boeing,non-Tech,1,94896,79.0
134290184632016,2022-07-21,trainee,Siemens,non-Tech,3,66710,69.97
134290184631632,2022-11-20,trainee,Boeing,non-Tech,,78317,84.15
134290184622224,2022-11-24,mechanic,Siemens,non-Tech,1,80395,94.62
134290184628800,2022-11-08,trainee,Boeing,non-Tech,2,83136,86.86
134290184628848,2022-12-30,trainee,Boeing,non-Tech,1,66777,85.93
134290184626496,2022-09-30,mechanic,Boeing,non-Tech,3,76911,95.38
134290184625776,2022-10-25,designer,Boeing,non-Tech,2,95909,94.38
134290184625728,2022-10-01,mechanic,Siemens,non-Tech,2,66429,63.55
134290184625824,2022-07-23,trainee,Siemens,non-Tech,1,75026,80.53
134290184626688,2022-05-24,mechanic,Siemens,non-Tech,2,89684,94.99
134290184626784,2022-11-08,mechanic,Siemens,non-Tech,2,85284,84.55
134290184618240,2022-03-20,devops engineer,Apple,Tech,2,72772,83.57
134290184618816,2022-12-14,database engineer,Apple,Tech,2,85271,79.81
134290184618288,2022-12-29,trainee,Boeing,non-Tech,1,78332,86.39
134290184618192,2022-10-16,trainee,Siemens,non-Tech,2,63916,83.59
134290184632160,2022-11-29,trainee,Boeing,non-Tech,2,95417,70.62
134290184621888,2022-08-30,mechanic,Siemens,non-Tech,1,96655,90.19
134290184631968,2022-12-10,eletrician,Siemens,non-Tech,3,80780,73.78
134290184618096,2022-12-24,eletrician,Siemens,non-Tech,2,86222,72.08
134290184622176,2022-12-28,eletrician,Siemens,non-Tech,1,67485,88.45
134290184621744,2022-12-20,trainee,Siemens,non-Tech,2,71692,86.49
134290184622896,2022-10-11,platform engineer,Apple,Tech,2,75483,79.57
134290184621072,2022-11-27,mechanic,Boeing,non-Tech,1,76906,77.39
134290184630192,2022-10-13,platform engineer,Apple,Tech,,88976,86.87
134290184621600,2022-08-28,designer,Boeing,non-Tech,1,78740,60.97
134290184625920,2022-06-16,trainee,Boeing,non-Tech,2,80198,90.32
134290184621840,2022-12-22,database engineer,Apple,Tech,1,78273,93.62
134290184632256,2022-11-09,eletrician,Siemens,non-Tech,2,70579,88.18
134290184619344,2022-12-07,devops engineer,Apple,Tech,2,72204,73.15
134290184631440,2022-08-19,devops engineer,Apple,Tech,2,80813,68.98
134290184623904,2022-10-31,designer,Boeing,non-Tech,1,76432,85.63
134290184624000,2022-12-24,trainee,Boeing,non-Tech,3,91573,70.71
134290184624048,2022-12-19,eletrician,Siemens,non-Tech,,86075,72.72
134290184621168,2022-11-06,platform engineer,Apple,Tech,1,,79.69
134290184622416,,trainee,Siemens,non-Tech,1,72186,76.27
134290184629808,2022-12-27,database engineer,Apple,Tech,1,68287,60.67
134290184631344,2022-09-28,trainee,Siemens,non-Tech,1,86115,75.19
134290184621216,2022-09-21,eletrician,Siemens,non-Tech,2,66930,79.14
134290184632112,2022-09-03,mechanic,Siemens,non-Tech,1,83882,71.21
134290184620160,2022-12-25,trainee,Siemens,non-Tech,1,88450,74.4
134290184631920,2022-10-17,designer,Boeing,non-Tech,2,69668,92.68
134290184621408,2022-09-08,eletrician,Siemens,non-Tech,2,83442,98.3
134290184621360,2022-10-19,mechanic,Boeing,non-Tech,3,92416,81.45
134290184623760,2022-12-04,database engineer,Apple,Tech,2,69595,92.21
134290184625104,2022-07-05,database engineer,Apple,Tech,2,72626,81.39
134290184621120,2022-09-21,trainee,Boeing,non-Tech,2,76849,75.28
134290184619152,2022-11-21,devops engineer,Apple,Tech,2,83728,85.72
134290184619104,2022-11-30,platform engineer,Apple,Tech,1,87306,67.02
134290184619056,2022-10-22,mechanic,Boeing,non-Tech,1,83543,91.53
134290184619008,2022-12-28,trainee,Boeing,non-Tech,2,87708,69.32
134290184625248,2022-12-31,mechanic,Siemens,non-Tech,3,71638,82.18
134290184624960,2022-12-22,designer,Boeing,non-Tech,2,65336,68.13
134290184625008,2022-09-22,designer,Boeing,non-Tech,2,65072,72.75
134290184625056,2022-11-30,mechanic,Siemens,non-Tech,4,65989,72.01
134290184623184,2022-09-21,mechanic,Boeing,non-Tech,2,84747,63.26
134290184626976,2022-08-24,trainee,Boeing,non-Tech,1,90842,62.14
134290184619392,2022-08-18,trainee,Boeing,non-Tech,1,80448,70.5
134290184631824,,trainee,Siemens,non-Tech,1,78503,82.46
134290184621456,2022-11-24,eletrician,Siemens,non-Tech,2,88143,66.85
134290184618672,2022-06-18,mechanic,Boeing,non-Tech,2,67438,97.38
134290184625968,2022-12-16,platform engineer,Apple,Tech,,78056,81.42
134290184626016,2022-06-20,trainee,Boeing,non-Tech,1,84895,80.13
134290184628464,2022-09-19,mechanic,Boeing,non-Tech,1,63674,63.92
134290184626208,2022-12-31,database engineer,Apple,Tech,3,71169,80.03
134290184618480,2022-05-19,trainee,Siemens,non-Tech,2,90535,91.21
134290184618528,2022-10-09,platform engineer,Apple,Tech,2,92417,86.49
134290184623712,2022-10-03,designer,Boeing,non-Tech,2,81335,70.96
134290184625344,2022-08-21,designer,Boeing,non-Tech,2,93271,75.03
134290184629760,2022-11-26,devops engineer,Apple,Tech,,84655,80.86
134290184622944,2022-07-31,designer,Boeing,non-Tech,1,83536,94.24
134290184631776,2022-09-01,devops engineer,Apple,Tech,1,,
134290184620064,2022-03-30,mechanic,Boeing,non-Tech,3,77669,72.08
134290184619632,2022-11-25,designer,Boeing,non-Tech,3,80364,75.53
134290184619776,2022-12-06,trainee,Boeing,non-Tech,1,68792,98.53
134290184620112,2022-07-25,devops engineer,Apple,Tech,2,73909,79.41
134290184631152,2022-10-08,mechanic,Boeing,non-Tech,2,70749,89.7
134290184622992,2022-05-04,platform engineer,Apple,Tech,1,62151,79.01
134290184619440,2022-12-28,platform engineer,Apple,Tech,1,78444,95.19
